reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A4QXTN3K865NR,B004CZ7XWW,"aar! ""aar!""","[72, 80]","Having purchased the outstanding Altec Lansing iMT620 inMotion portable stereo system with FM Radio for my iPod Touch, I was anxious to try Altec Lansing MP450 Octive Stage speaker/docking station. As the manufacturer indicates it is a powerful, clear sound unit for an iPad.  A bonus is the system charges the iPad while docked - the stand pivots to portrait or landscape with multiple viewing angles for optimal comfort - just tilt the iPad for viewing or typing.  The speaker base is solid, yet not excessively heavy. The remote controller in iPod mode can be used to choose songs and videos from your library.  However, some buttons (i.e. MENU, BACK) only work with my iPhone 4 and iPod Touch 3GS. The sound quality is very good, in fact better than expected, especially when playing NetFlix movies. The unit is very compact 4.33H by 8.66W by 6.06D inches - it fits neatly in most places, even a lap table. The small remote allows you to change apps, tunes, adjust volume and according to the manufacturer is compatible with the all iPad, iPod and iPhone models. The MP450 works well with my iPad (WiFi), iPhone 4 and iPod Touch. It allows using non-docking portable audio or video device. I tried using my Pioneer GEX-XMp3 radio with excellent results - it has a 3.5mm auxiliary jack for hooking up other audio stuff. The speaker has a power button and volume control on the front,if you do not use the remote. I tried Altec's free Alarm Rock app for effect - wow what a neat feature.  The MP450 has a slick design, excellent sound, plus the ability to multi-task your apps. Bottom line - you can dock, charge, and play your iPad with ""no battery drain"".  Highly recommended this outstanding system.",5,A Must for iPad Owners,1292889600,"12 21, 2010"
A1R76R4E6A8S3B,B004CZ7XWW,Akash,"[2, 3]","It appears that all the other reviewers have covered the positive aspects of this unit but only a few came across one fatal flaw: You can't use this dock with an alarm app. The dock itself goes to sleep after a few minutes and apps can't wake it from that state meaning that if you were hoping to dock your iPad/iPod/iPhone bedside and wake up to a song, you'll be stuck with sounding coming from the internal speaker. This could just be an oversight but it may also be something slightly more sinister, does Altec Lansing perhaps have a clock dock in the works? Possibly.Also, as other reviewers have noticed, the sound quality isn't worthy of the pricetag. I'd hold out for a JBL unit, I've had great luck with that brand.",2,"Weak sound, overpriced, doesn't work as alarm",1295740800,"01 23, 2011"
A22TA00NX63RC7,B004CZ7XWW,Anita M Watson,"[1, 1]",This is my favorite speaker. It has crisp sound and it has theatre quality sound with the iPad when watching movies,5,Great Product,1355270400,"12 12, 2012"
A2SH6A32BE6NEV,B004CZ7XWW,"Comp Expert ""Comp""","[2, 4]","The most important part of this device is the sound output.  You want to be able to achieve quality sound using your ipad as the media player.  Well, this is not really accomplished here because the audio quality is quite frankly on the level of that of twenty five buck PC speakers.  Now that wouldn't be a problem if the price was commensurate with the low quality sound.  But it's not.  Not in the nearest sense at all.  Oh, and if you say "" I don't mind the low quality clock radio sound"", well you can't use this as a clock radio either since the ipad wont wake up leaving you oversleeping and late for work.Frankly me for, sound quality is the foremost most important consideration so this device gets a very low mark on my watch.",2,Not very good sound quality,1298246400,"02 21, 2011"
A16ALXKQ02SKYG,B004CZ7XWW,"Inna Tysoe ""Inna Tysoe""","[3, 3]","This produces good, clear sound for its size.  It charges the iPad while docked and can fit almost anywhere.  Even on the little desk/media trolley I have.  (And trust me, when I say little I do mean little.)  It is well designed and thus will not be an eye-sore wherever you decide to put it.  It tilts so you can position the iPad in a portrait or landscape orientation without removing it from the stand.  As an added bonus, you can use it for more than just the iPad--we also use it for our regular MP3 player and it sounds great.  The only slight problem is that you can't adjust the height.  Still it's a lot more comfortable than putting the iPad on the desk.  Overall a great product.I recommend it.",5,good product,1293148800,"12 24, 2010"
A17CP110C6E9KF,B004CZ7XWW,"JBizzle ""Da Fizzle Shizzle, Dizzle""","[0, 0]","I have never heard of this brand before, but thought I would give it a try.  The Altec Lansing MP450 Octive Stageis pretty lightweight & will fit in just about any room.  A remote comes along with the docking station which is a must for me.  The sound quality is pretty good for the size of it.  Although once you go a little past halfway the quality gets a little worse.  Just as long as you don't crank it you should be good.  I used it in the kitchen while cooking, bathroom while getting ready for work & even in the laundry room while folding clothes & it works great.",4,Good Docking Station,1298419200,"02 23, 2011"
A2SDRCBPIAXVDW,B004CZ7XWW,J. Plummer,"[1, 2]","I had a pretty good opinion of Altec Lansing products before using this and this ipad dock lived up to my expectations.  The sound quality was pretty good and it does look nice with the ipad on it.  Using it for an ipod works fine too, but it does look a little weird.  The feature I like most about this dock is it's ability to rotate so the ipad can be used on it's side.  The ""grip"" that holds the ipad while it's docked does look a little cheap, but so far it's held up fine.  The remote included with the dock also loos a bit cheap, but is functional.  I would say for this price if you are looking for a nice sounding, good quality ipad dock then give this one a try.",4,Pretty good ipad dock,1300924800,"03 24, 2011"
A2W9I628I6SE1U,B004CZ7XWW,"Kort ""Art, Music, Book & Movie Enthusiast""","[15, 17]","This docking stand for Apple devices has quickly become an essential in my house. I can't imaging going back to the fold out case I was using to prop up my iPad before I got the MP450 Octive Stage. Altec Lansing has long been a provider of speaker docks for Apple iPods and iPhones, and the Octive Stage continues on in that tradition.I isn't that heavy at around 7 lbs. but it sturdy enough so that you won't worry about accidentally tipping it over. The arm is easily adjustable to get the best viewing angle, but has just the right amount of resistance to make it a great tool for working on the iPad while at your desk or on any surface for that matter. Much better than holding it in your lap or laying it flat. Rotating it from vertical to horizontal format is a snap. It has a clean, contemporary design that compliments the iPad nicely and does not draw too much attention to itself. The MP450 doubles as a charger which is an added bonus and should be a standard feature on all such devices. The control app installs easily (though MENU & BACK buttons don't work w/the iPad) and give some limited hands free control via the remote. It was made mainly for the iPad, so it looks a little silly when you dock an iPhone or iPod in it, but it does work well with them too. I tested it my friends' devices. Sound quality is very good for a dock this size and in this price range. It isn't top-notch quality, but I turned it all the way up while watching Iron Man II and while listening to base-heavy music and it performed well with little or no distortion.All is not perfect however. If you have some sort of case on your device, you won't be able to fit it in the dock. Tolerances are very tight to give it a snug fit with the iPad. This is a pain if you keep your device in a case when going mobile with it, especially for the iPhone or iPod. The stand arm is not height adjustable but in most cases the tilt screen arm should be adjustment enough. As mentioned, some remote buttons don't function with the iPod, but I expect a future firmware update will fix that. And again, while the sound is very good for what is, it won't blow your socks off.The Altec Lansing MP450 Octive Stage is a great charging speaker dock for portable Apple devices and it is getting A LOT of use from my iPad. If something unfortunate happened to it, I'd buy another without hesitation.UPDATE - 02/15/2012Just over a year of use and it is still operating wonderfully. I have read other reviews that stated the pivoting arm loosened and broke, but mine is still sturdy. I can only assume this issue is with a select number of units and not all of them. If you do have such a problem, I would contact Altec and/or Amazon immeadiately.",4,Can't live without it now!,1293580800,"12 29, 2010"
A2S26YGSVXBCFL,B004CZ7XWW,"Morley Dotes ""morleydotes""","[21, 25]","I have never been a big fan of Altec Lansing, thinking that the quality was not very good, and the sound would be terrible. Well, a bit of a surprise for me, as the quality seems to be very good. The remote is small, functional, and feels solid. It should be backlit....that is my feeling about ANY remote. With that said, I love the remote! It's light, small, easy to use and perfectly functional. (Backlight would make it perfect).....Sound quality is pretty good, though not great. Don't turn it all the way, it just cannot handle it, and sounds terrible. Up to 75% volume, the sound is clean and not sharp. Bass is good for such a small dock. The Octiv Stage is a great value, and very versatile. It works great with the iPad, iPod, and iTouch. I do not have an iPhone, so I cannot comment on that. Do not look for an instruction manual. You are directed to their website for detailed instructions. As a typical guy, I tend to not read instructions unless I really have to....and luckily, I did not need them. The box has the basic instructions on it, and that isn't even necessary. The support for the i""anything"" is easy to use and set up and move. The entire dock is unobtrussive, yet stylish, though with anything but the iPad, it looks a little funny. The distance of the remote is more than adequate. I got about 20 feet away and it worked, but you do need line of sight, and anything in the way will block it from working. I do have to take off one full star for sound quality. You aren't going to rock out with this little dock, as it is best suited for desktop use. You also won't be happy streaming movies off of NetFlix and trying to listen to it in a noisy room. Again, on your desk, it would be fine, but not playing for a group. Please keep in mind that I am comparing the sound quality from my Harmon Kardon player, using my iTouch. There is no comparison between the two. The only problem is that the HK is not made for the iPad. Remember, I am comparing sound quality, and I think it is important to know what you are getting. Instantly, I could hear that the sound quality was not what it should be. Other than the sound, this is GREAT, and even with the not so stellar sound, it's a good value.  It's compact size lets you use it almost anywhere, kitchen, bedroom, nightstand, fireplace mantel, etc.. The AC adapter is long enough to reach most outlets, so there should be no problem finding an outlet.",4,"Looks great, works great, sound is just ok",1292803200,"12 20, 2010"
A3A90CELVLOUP6,B004CZ7XWW,"Nanciejeanne ""Enjay""","[0, 0]","The dock is just what it is...a dock. It is nice that it charges and rotates. And even nicer that it has a remote. My daughter also uses it for her ipod. I did notice that the remote has sort of a delay with her ipod...it seems to hesitate when you skip through the menu of songs, almost to the point where you are checking to see if it is actually working.The sound is decent, but it is not room-filling. We have ours in the kitchen mostly to listen to music. It serves its purpose there, but I wouldn't use it as my sole music output source.Overall it is nice and does what it is designed to do. I only took off one star for the remote delay issue, my other ipod products don't do that. It holds the products well and they seem secure. It is easy to use, just plug it in.",4,Nice desktop dock,1296345600,"01 30, 2011"
A2VDIF03VOL12K,B004CZ7XWW,P. A. Norton,"[0, 0]",Great unit - compact and elegantly configurable in either landscape or portrait mode. Quite decent sound for its compactness: the midrange is clear and articulated.,5,Altec Lansing MP450,1359158400,"01 26, 2013"
A129OJ2BCWNROW,B004CZ7XWW,"Ranchwoman ""ranchwoman""","[2, 3]","I read all the reviews, but wanted this external sound for my ipad.  I thought I would really be careful and it would last.  Ha, it came broken!  Had to send it back.  The parts that connect the ipad to the speaker looked like they wouldn't of lasted anyhow.  The sound was good.I wished it would of worked.  Now I am back to nothing...no external sound.",2,Altec Lansing Octiv Stage,1310947200,"07 18, 2011"
A3L523ROQDNLIR,B004H84TIK,"Amazon Customer ""Daniel""","[0, 0]","It fits, the material is nice. Buttons are accessible with the case. I really just wanted to tell that the phone fits and it is easy to remove.",5,What can I tell?,1354838400,"12 7, 2012"
A3DRGNSWWXVVW8,B004H84TIK,Delvin H.,"[0, 0]",This was okay but it was not as green as pictured. I love the color green so I was kind of let down by it not being as green. Other then that it was a good product.,4,wish it had a screen cover,1403740800,"06 26, 2014"
A34VHS4MBPL1KK,B004H84TIK,"DLDC ""DLD-C""","[0, 0]",It is green and it goes on and comes off easy to protect my son's Samsung Focus that I gave to him when I got my Galaxy Note. Protects from all the times he drops it.,5,It is green,1369785600,"05 29, 2013"
A38B7AG0BJ8HF6,B004H84TIK,hailee brown,"[0, 0]","The green silicone cover for the Samsung focus Windows 7 phone is a great fit, great protection and looks cool.. I am a frequent shopper of amazon phone covers and they never disappoint, shipping is fast and secure.",5,very satisfied ( as usual ),1323216000,"12 7, 2011"
A3FAZO55UVLM5O,B004H84TIK,J. Yockman,"[0, 0]","I had the case-mate case, but it literally started to wear out.  I purchased this case, but it didn't offer the protection on the sides that I was used to or even what I believed it should be.  I also purchased a case similar to this one, in design and cost, and it also fit very poorly on the sides.  I now have the Amzer Black Silicone Case ([...]) and it fits great!!!  ...and is much cheaper than the case-mate...  Pay the extra $4, and get the Amzer case.  It fits (surprisingly) very well!!",2,Not the protection I thought...,1322438400,"11 28, 2011"
A2JFRH4RUR7ZB9,B004H84TIK,xcgfatboy,"[0, 0]",The case is very easy to slip on in witch makes it very easy to slip out with out you knowing it. It also covers the buttons on the phone so you are always hitting buttons that you do not want to press.,2,Slippery,1378771200,"09 10, 2013"
AXJUMNHIQ54OP,B004HX0RPY,iluv2workout8,"[0, 0]",Its ok buttons don't line up prefect for my iPhone when I went to put this on my phone. price is good though!,4,ok case for great price,1385942400,"12 2, 2013"
A3AN2GT6L21PU5,B004HX0RPY,"Jaime B. Cadegan ""Avid Shopper!""","[0, 0]","First of all, this bumper is cute, having the red sides and the black rims.  It works perfectly with my skinit skin of some poppies I had painted in the past.  It fits well, it's sturdy, and everything lines up; the metal buttons make it easy to use.  None of the ports are blocked, and it protects the phone well without being cumbersome.  Finally, the price is right.  As another reviewer mentioned, if you are not paying at least $5 you are going to get garbage.  This is a low-cost alternative to Apple's overpriced bumper, for what I feel is a product equal in every way!",5,Perfect!  IPhone 4 Bumper Just Like Apple!,1303344000,"04 21, 2011"
AR0QFCN5K2180,B004HX0RPY,LeiyahElamadri,"[0, 0]","I purchased this for my iPhone 4S. The colors are great and it is a durable product. The red sides are plastic and the black edging is like a hard rubber.  However, the open parts for the ports and buttons on the phone do not line up correctly. The bottom is open enough for the charger, and I had no problem plugging in headphones. But the side buttons do not line up at all. The switch for vibrate mode above the volume +/- buttons is at least halfway covered. The product sizing does not seem consistent. A friend ordered this exact same thing about a week before I did and has much more problems with alignment of the open areas. Not recommended for a guaranteed fit.",2,Not a complete fit for iPhone 4S,1319932800,"10 30, 2011"
A3H48JGW7UB7PI,B004HX0RPY,"Matinikk ""Matinikk""","[0, 0]",I bought this for my my wife's iphone 4 and fits ok and very sturdy. I definitely recommend this to others.,5,Fits o Iphone 4 perfectly!!,1360800000,"02 14, 2013"
A355YA0884M3W9,B004HX0RPY,"M. Greer ""we don' need no stinkin' badges""","[0, 0]","Fits my iPhone 4 perfectly.  The color seems to match well with the photograph, and the item itself is attractive.  The snug fit however, does not allow you to take it off easily.  If you have a docking station it may or may not fit with the cover on.  I was fortunate in that it fit nicely on my clock/radio charger.  This is a good buy.",4,good buy,1314835200,"09 01, 2011"
A2REIRO8P8WXQP,B004I06LOM,Dale,"[0, 0]",This worked great for the first few weeks but after a short time we began having troubles with it making contact with the tablet.  After 6 or 8 weeks of light occasional use it quit working all together.,2,Short Life,1383091200,"10 30, 2013"
AFR9GYKAHM37U,B004I06LOM,"J. Ciriello ""AdWhois""","[0, 0]","Hey Everyone,I bought this charger for the Samsung Galaxy Tab 2 7 inch tablet. Most importantly this charger works to charge the table... After that it becomes a pretty no frills kind of generic charger.I can't remember if it told us the length in the product description (it probably did) but just be sure that you realize this charger is EXTREMELY short, less than 2 feet all the way stretched. I have never seen charger that is so short, if you want something you can plug into the front of the car and use in the backseat, then this is not for you.Other than the short length of cable the other drawbacks appear to be durability and no brand name. I'm not sure I would peg this charger to last very long if you were moving it from vehicle to vehicle every day, staying put it should be fine but neither the plastic nor the cable itself seem to be very strong...I have a Fosmon case for my Lumia 1020 and it is excellent, seems to be top-notch. This charger however has no fosmon markings on it and I would bet money that it is a cheaply made generic charger, and that if I opened it up I would find shotty wiring at best.The key to this review is that Yes, this charger will charge your galaxy tab 2 7 inch, but don't think you're getting a brand name product...",3,"Bought for Samsung Galaxy Tab 2 7"" - Works, Short cable",1381190400,"10 8, 2013"
AS8AH3HB1AM6A,B004I06LOM,jw1011,"[0, 0]","I ordered based on the picture which shows it will fit my tablet, but it is the smaller pin I use for my phone. I will not return it and I will use it but I still do not have a cord for my tablet.",3,Not what I ordered,1393459200,"02 27, 2014"
A1TK0U65V5PYE3,B004I06LOM,"Luis E Castillo H ""Luis E Castillo H""","[0, 0]","Finnaly I got one and is working perfect. Good quality, charger is perfect. Green light. Is not to long. You can buy it",5,Great Charger,1395964800,"03 28, 2014"
A1AGQVCNRY2G8G,B004I06LOM,MDB,"[0, 0]",Very fast charge!  I purchased another one!Would definitely recommend this charger. And the blue light is cool to &#9786;,5,Fast charge,1396828800,"04 07, 2014"
A2X695AM08AIN1,B004I06LOM,Saul Nathanson,"[1, 2]","It gets the job done eventually. I guess it works best on a long, long, car trip and you have to have it charged. The",3,"Works, but slowly",1334448000,"04 15, 2012"
AWGHZJVJ7CY2Q,B004I58ZVY,Abel,"[0, 0]",Herramienta necesaria para cambiar los tamanios de las SIMs y poder usarlos en los distintos modelos de Iphone. Lo recomiendo.,5,Herramienta necesaria para cambiar los tamanios de las SIMs,1360886400,"02 15, 2013"
A2TCW020SUCZR7,B004I58ZVY,ACE1DRAGON,"[0, 0]",Highly recommend if you are using the iPhone or Galaxy in overseas. Great item to have.fast service and reliable one.,5,Nice and useful,1362960000,"03 11, 2013"
AC0OH3614E72A,B004I58ZVY,Amazon Customer,"[0, 1]",Cuts the large SIM well and the adapters come in very handy when I want to use a different phone,4,Works very well,1391126400,"01 31, 2014"
A24QAGVRGW6KL3,B004I58ZVY,andy,"[0, 0]","bought an n5, needed to cut my sim. It did the job and worked. They say if you go to an ATT store or whatever they may do it for you, but why take the risk. Spend a few $$ and do it yourself, it's the american way.",4,good cutter. did the job.,1399420800,"05 07, 2014"
A1P610N368VDR8,B004I58ZVY,AP,"[0, 0]","the SIM cutter works great, however, the adapters that came with it are too thick to go in most phones.",4,SIM cutter is great,1358640000,"01 20, 2013"
A3VD1ELQVO02DW,B004I58ZVY,AverageGuyReviewer,"[0, 0]","It cut my sim card to a micro sim card size easily. For less than $4, I'd say it's a bargain, assuming you don't need to cut a card to nano-sim size. The little plastic pieces to bring it back to full sim size may come in handy later.",5,Worked,1363305600,"03 15, 2013"
A28ZLUWYKXKZLW,B004I58ZVY,BobbyB,"[0, 0]","I have used the unit on several SIM cards now, and it has been working batter than I thought it would. It is easy to operate and cuts the cards edges perfectly straight and clean. For the price, it works extremely well, and would hightly recommend this device to anyone!",5,Sim Cutter,1355788800,"12 18, 2012"
A3NKRH3TJ4DPVI,B004I58ZVY,Book Glutton,"[0, 0]","This initially was not a good solution for me. I wanted to go back & forth between two different cell phones (a Nokia N808 & a Nokia N8). The cut SIM card did not work in the N808. However, I discovered I was doing something wrong in inserting the SIM card into the N808. As soon as I corrected my mistake, it did work with both phones. The only issue was that the adapter was too bulky to slide into the N8. So, I went & bought aNano to Micro/Normal SIM Card Adapter for Apple iPhone 5 4S 4G 3GS 3G. This adapter now worked fine with the cut SIM card & the N8. My purpose in all of this was: I wanted to experiment with these different sized SIM cards before going to a new service which I am planning: Straight Talk Micro SIM Card for AT&T;, iPhone 4, 4S, 5, Samsung Galaxy, Note, Android. This should work in both of them. So, I changed my review from 1-star to 3-stars. I would have made it 5-stars if I did not have to buy the second adapter.",3,Cutter worked fine. Adapter did not!,1368489600,"05 14, 2013"
A3K6MC8NUGAY7C,B004I58ZVY,chinee,"[0, 0]","After reading others' reviews, I elected to take my time before cutting my SIM card.  I carefully aligned the card and compared with another micro Sim I have at home, before making the cut.  Once I &#34;measured and compared&#34; several times, I ended up with a perfect cut.It is clearly an inexpensive product that is mass-produced cheaply, but it does as it was designed to do.  5 stars!",5,Perfect!,1365984000,"04 15, 2013"
AZIMOGTBT3LPP,B004I58ZVY,Chris Swiontek,"[0, 0]","cuts sims just fine {works quite well actually} and comes with 4 micro sim adapter included. not a bad deal =)if you need this sort of thing,it does the job nicely .",5,worth it for the sim adapters alone! =),1393027200,"02 22, 2014"
AW8ESDU0C82O0,B004I58ZVY,Cushman,"[0, 0]",I have tried this on two occasions and i must say it does exactly what has been described with out any problem,4,Easy does it,1353024000,"11 16, 2012"
A3533SODHQZRLC,B004I58ZVY,C. Wilson,"[0, 0]",Do keep the outer shell from the cut SIM just in case you need it to make the SIM fit in a larger SIM slot later on.  The old cutting acts as an adapter to get the micro-SIM back to regular SIM size. I've used this three times and haven't messed up any SIMS.,5,Hasn't destroyed a SIM chip yet,1390435200,"01 23, 2014"
A1K4ZUMRTWZ3WR,B004I58ZVY,Daniel Luu,"[0, 0]","Had no issues with this Sim cutter. Insert Sim card in, press hard, and out comes the micro sim card.Just be sure that you put it in the right direction before you cut it.I put it upside down, so it cut the wrong corner, but you can just use a scissor to cut the other corner and it will still work.Not much else to say.Pros: Worked as expected.Cons: None",5,Worked fine for me,1354665600,"12 5, 2012"
A3MB8YL9HGSNEK,B004I58ZVY,David Deaven,"[0, 0]","I was able to easily cut my sim from an old Palm Treo to fit into my new Nexus 4.  The unit is suitable for hobby use (not industrial strength construction, the hinges look like they will wear out in 200-500 uses for example.  The adapters that come with it also have come in useful for moving sims around in the phones my family uses.",5,"Easy to use, sturdy",1383955200,"11 9, 2013"
A2TSEMR6PLQP98,B004I58ZVY,"DiscriminaTor ""iHuman""","[37, 38]","In terms of quality- you get what you pay for. Can't really expect more for $5. It does the job though (with caveats). I successfully cut 2 different T-Mobile mini-SIM cards for use with iPhone 3gs.When the card is inserted all the way into the slot, it seems dangerously close to the metal edge, which could probably damage the card. I used a factory micro-SIM card as a reference- to make sure I don't cut off too much plastic around the edges. As a result, I didn't insert the SIM card all the way in, but left an extra 1-1.5mm on its far end to visually match that of the standard factory micro-SIM.I also had to sand down the cards after cutting to make them slimmer to allow for easy insertion and removal using the supplied adapter (before sanding down the card, it would get stuck inside the iPhone due to being too thick and I had to pry it out). Now, both cards are cut down to size and are slim enough to allow easy insertion/removal.",3,Works with caveats- PROCEED with CAUTION,1338854400,"06 05, 2012"
A35KBAQ4VBNQ6L,B004I58ZVY,DodgeD,"[0, 0]",I cut some Sims with this and tried them in a Phone where they fit ok. They are blanks though so I will have to wait to test them further.,4,Sim plee great.,1368403200,"05 13, 2013"
A1C7QQRX3801TM,B004I58ZVY,Dr.P,"[10, 11]","Worked perfectly.  You do need to double check that your SIM goes in all the way by opening this puncher all the way and making sure you push your card in all the way a couple of times.  The adapters will catch on and ruin the pins in your phone if you are not very careful though.  I would not put these adapters in a phone where you can not push down the contact pins with your fingernail to carefully remove the adapter.I cut down a T-Mobile SIM to put in my Nexus 4, and it worked well.  It does cut off a tiny sliver of the gold colored metal on the originial SIM, but it did not cause any problem.",5,Worked perfectly,1362096000,"03 01, 2013"
AN3USE2N5K3WA,B004I58ZVY,DS,"[0, 0]","Crappy! It's obviously been used before, and the packaging wasn't even fixed much to show otherwise. I'm guessing someone before me hated it and returned it...so I suffer. It's dull and couldn't even cut the SIM. I had to cut the rest with scissors. The included adapters were about the only thing that was worth it.",1,Useless,1383523200,"11 4, 2013"
A3JLZ7HGR9OB3W,B004I58ZVY,dwgibson,"[0, 0]","Works great, but make sure you use ot on a solid surface and make sure the card is lined up with the outline by sight, not just the little pocket. Mine bent when I tried to use it in hand like a stapler. Had to bend the little pocket back into shape. Evidently uses the stability of the surface you have it on as strength for the bottom side. Cards are a lot harder than they look.",3,"Works great, but...",1395273600,"03 20, 2014"
A1CUNCH9J0NC70,B004I58ZVY,D. Whitley,"[0, 0]",Buy a large SIM and make a micro one!  Even comes with the adapters so you can still use the old SIM in the previous phone if you want.,5,Well made and does good job.,1357257600,"01 04, 2013"
A38ZJ2YEQ0AWQJ,B004I58ZVY,ebonae,"[0, 0]","It does work and do what it advertises it does, but the price for something so small and minute, was a little much. I would say .99 to 1.49 tops. It's not really a &#34;needed&#34; item because they make micro sim cards and you can purchase almost every brand right here on amazon for much less than they sell on other websites.",4,A little pricy but it does what it says,1391644800,"02 06, 2014"
A2K9V5HTLLGJXU,B004I58ZVY,E. Bryant,"[1, 1]","I must say it came exactly as advertised but you MUST BE CAREFUL.  Two reasons:  you must put the SIM in exactly as the picture says and the picture is not as clear as it could be.  Second, you must cut with a PRECISE movement, not fast, not slow but very purposefully.  My cut was not as clean as I wanted it to be and I recommend putting it on a hard surface before cutting.I learned my lesson, but I also saved the old SIM and the cost of buying a new one.Good luck.",3,Not Perfect,1393200000,"02 24, 2014"
A3TD8EO8SI2D8S,B004I58ZVY,fadder8,"[0, 0]",NB only comes with 2 adapters not 4. sometimes difficult to snip sim cards which are made out of stronger plastics. but good non the less,3,Alright,1361577600,"02 23, 2013"
A2KL3Q6NMCTJ6M,B004I58ZVY,FAL,"[0, 0]",FEATURESStrong all metal constructionPress microSIM needs some filing or sand for the perfect fitUse SIM Adapters with caution since they may damage SIM contactsSuper value and quality for a $4 press,5,A+ Soild SIM Press,1367798400,"05 06, 2013"
A1GOKX03FPK747,B004I58ZVY,Frank,"[0, 0]","This is a straight forward product. It needs to do what you want it to do, and as long as you're careful. It does. Just make sure you line up the SIM correctly on a non-slippery surface for it to work. Happy customer.",4,It works,1364515200,"03 29, 2013"
A135W9DO71QJU,B004I58ZVY,Freshtex,"[0, 0]","Bought this little cutter to cut a couple sims for the iphone 4 and 4s, cut clean & straight right outta da box, cheap but well made.",5,Micro Sim Cutter works great!,1360800000,"02 14, 2013"
AVYL562Y248JJ,B004I58ZVY,G. Ambrose,"[0, 0]","I have an unlocked Palm Treo, which is what I used to use when I travel abroad.  Unlike the United States, most countries do not allow phone companies to tie you into a contract for years.  You buy a SIM card (which looks sort of like an SD memory card), slip it into your phone, and it has your new phone number, and how many minutes are available, etc.  When ever I travel abroad, I carried my trusty Treo, switched out the SIM card in which ever country I was in, and had a ""local"" phone number, and rates which were much cheaper than my US cell phone company's international roaming rates.  I have switched to an iPhone, and so on my last trip, I decided to have it unlocked by Verizon (Yes, they will do it, although very reluctantly!), and figured I would then only have to maintain my contacts and appointments in one phone.  Unfortunately, I did not realize that the iPhone only takes MicroSIM card!  The good news is that the regular SIM cards can be cut down to MicroSIM card size, and they will still work!  The important information about your phone number, minutes, etc. are stored in the central portions with the gold contacts.  The only problem is that in most of the countries that I went to, they did not have ready made MicroSIM cards!  You could try and cut the card by hand with scissors, or even a knife, but if you crack the central portion, the card is shot.This is where this device comes in.  You place a regular SIM card in, press the cutter, and it cuts out the central portion, in the shape of a MicroSIM card in one shot!  Very neat!  Worked well.  The SIM adapters were an extra bonus.  If you need to use your MicroSIM in a regular SIM card slot phone (like my Treo), you slip the MicroSIM in the adapter, and then put the adapter in like a SIM, and you are back in business!The product is not fancy, but seems to be constructed well.  I would probably use it a couple times a year.  I don't know if it would put up with daily use (for example, if you were doing SIM to MicroSIM conversion as a business).  Came in a generic box, but packaged well.  Delivery was prompt, as per schedule.  The price is much cheaper than most other similar items (Range: $19.99 to $29.99).  Also cheaper than finding and paying someone to do this for you (most SIM sellers in foreign countries will do this for you, if you ask; sometimes for free, sometimes for a price).If you travel abroad often, and have an unlocked MicroSIM Card (GSM) phone, this should be a ""must carry"" item in your baggage.",5,Just works!,1346112000,"08 28, 2012"
ALNRJZ25N03TL,B004I58ZVY,gp.btr,"[0, 0]",With the intro of the iphone and the micro sim and if you need to go back to an older phone cause something happened... this is a GREAT product...  I actually got this BEFORE I bought my iphones and all I did was just put in the micro sim I cut  when at the AT&T shop.,5,really skeptical about this BUT it REALLY Works,1354665600,"12 5, 2012"
A3E4YU6APQLRKE,B004I58ZVY,Green_Steve,"[0, 0]","The cutter is small compact and easy to use. Its rugged, sturdy, and made of good materials. Maybe, I'm not the best person to rate these type of product because it was the first of its kind and hopefully my last of this type of purchase. I'll be setting the bar pretty low as long as it worked and/or didn't fall apart the first time I used it.",4,Good,1370908800,"06 11, 2013"
A26VQ3VHNH4F4E,B004I58ZVY,H Nev,"[0, 0]","If you are able to operate a regular stapler you will have no problems with this. It is heavier than I expected, which is not a bad thing.",4,Clean cut every time,1370044800,"06 01, 2013"
A81TBXXGFADGX,B004I58ZVY,Humberto M.,"[0, 0]","I ordered it as a emergency because I bought a Nexus 5 and I didnt want to pay 10 dollars for a new sim card in TMOBILE, so I use it and it was extremely easy, work perfectely!!!",5,Nice sim cutter,1391644800,"02 06, 2014"
A3KTDW3IRFBEN9,B004I58ZVY,Ivo,"[0, 0]","Used this to cut 2 SIM cards for T-Mobile, and the result are great. Cards work just fine. Just place the card as shown on the device and press.Used a nail file to smooth the edges of the SIM cards after cutting them.",5,Works as advertized,1359417600,"01 29, 2013"
A3VC74TJ06WDDD,B004I58ZVY,James E. Scott,"[0, 0]","I bought this because I started a little business of unlocking phones.  A lot of people just have newer phones, but can't get access to the microsim from certain wireless providers.  So, I cut it down for them and they are happy with their service.  It cuts well  and straight like it should.",5,Great for my little business!,1380931200,"10 5, 2013"
ARKC66WIIVU5F,B004I58ZVY,Jenny,"[0, 0]","I love itit is very easy to cut it ,now l cut my simple sim to my new cell NT 5100 .pretty fast  shipping....",5,good price,1360627200,"02 12, 2013"
A2O6VLJA2CFJQM,B004I58ZVY,Jezkadaqueen,"[0, 0]","I really like the sim card cutter it works very well. The Black Sim Card inserts do now work so well, but they do work.",5,Cuts Easily,1370908800,"06 11, 2013"
