reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A2KYCUKG1KSVJL,B001BR1O74,Aaron Cromb,"[0, 0]",I like it pretty well made. The only complaint i have is it doesnt hold my .45 clips in it a smaller clip would probably fit fine.,4,Not bad,1378857600,"09 11, 2013"
A2MJI2TGX1JLJY,B001BR1O74,"Adam J. Karsky ""Redneck Repair""","[0, 0]","This vest is what I consider to be cheap, cost wise, but quality wise it is out standing. Basically I bought it to wear out to the fire works along with an army helmet I have, to the family 4th of July.....Visual humor. I also joke about using it to replace a tool belt which I think it would. Vest details include Velcro and snap closures so what ever you have in the pockets will be secured. The vest to me seemed infinitely adjustable so don't worry too much about sizing issues. Also has a holster which fit a 1911 easily but also seemed quite adjustable. I don't know what you want it for but it is pretty high quality and versatile.",5,"Go ahead, make my day.",1373500800,"07 11, 2013"
A2URXH7337RDNN,B001BR1O74,airsofter,"[1, 1]","this vest is great for airsofting, great durable material, adjusts for all shapes and sizes and heights,arrived next day after ordering(well i live less than 30 miles away from where it ships from) everything is excellent quality i love how all the pockets are laid out. really good vest for price.",5,great vest,1347667200,"09 15, 2012"
A3K9KSBQKN6VZ8,B001BR1O74,Alamillo 55,"[0, 0]","I bought this Last October for a Halloween costume, but after using it and fitting my Mags for my glock and .22 I realized how good of quality it was!! I buy almost everything UTG slings, Bi pods and Cases...There quality keeps me coming back!!",5,Awesome Vest for a Reasonable Price,1361923200,"02 27, 2013"
A3ETCL3MSJO4VX,B001BR1O74,Amazon Customer,"[0, 0]",This vest rocks. I use it for hunting or just target practice. It is incredibly well made. There is nothing that I carry that won't fit well on this vest.  Whatever handgun you carry and accessories this works. I have an MP5 and I was shocked that my long magazines fit,5,Great vest,1386547200,"12 9, 2013"
A1SHAX963GSHM3,B001BR1O74,American Infidel,"[0, 0]",Right out of the package this this fit right. It is sturdy and well constructed. Comfortable and stores everything right where I need it. It could benefit from a more breathable back.,5,Perfect fit,1353974400,"11 27, 2012"
A3B0MYWMZ0C67B,B001BR1O74,Andy,"[1, 1]","Got this vest and man, wow! Very nice!Super rugged construction. All the pouches are secured with velcro and push-buttons. The size can be easily changed - it's all done through velcro. Comes with very long side strings so you can adjust the vest to the best comfort settings.Has a nice backpocket - don't know for what but I guess you put the radio + battery in it.",5,Tactical at its best!,1312761600,"08 08, 2011"
A17RNSZYOEZ4ZN,B001BR1O74,Avatar Meelo,"[0, 0]","Even though it is very adjustable, it didn't work out for me. I am an adult medium. When the vest is adjusted as small as possible, the chest can't be adjusted and it's too wide for me (Even with a hoodie and normal clothes under. It gets in the way of left/right arm movement. And when the vest is fully loaded, it feels very loose and shaky. The buckles (Not sure what they are called. The circles that hold the pockets together) are hard to close, but okay when I had a hard magazine in the pocket. It was a good quality vest tough.",4,Too Big,1374278400,"07 20, 2013"
A3V16CPB7YE3VD,B001BR1O74,A-WAX,"[0, 0]","I really like this vest. It has everything you need on it. It does its job. There's enough pockets on it to carry everything you might need. It's got a bigger pocket in the back left hand side that I have a box of 12 guage shells in.  I'm a smaller guy about 5'7 155 lbs so I had to adjust it, but t fits great. If I had to say 1 negitive thing about it, it would be that the holster for the pistol scratches my forearm when walking because its squared and the corner is a little sharp. I took care of this by removing a hard plastic piece that I guess helps keep the strap of the holster straight. I find that I don't really need it. If u like it u could prob just file the corner down a little. Over all prob a better one for law enforcement, or military, but his will definitely do for your average riot, zombie attack, or just your average break down of society : )",4,Love this thing. Looks great on.,1386201600,"12 5, 2013"
A8SS2ZWKB4OIP,B001BR1O74,Bennie Durham Marietta Baptist,"[0, 0]","This vest is great and the price is outstanding! I read several negative reviews on this vest. DO not listen to them! It fits great regardless of your size. Right out of the box, it would fit a small person. It only took me 3 minutes to adjust it to me (XXL) and it fits great and looks great. The complaints about the cords on the adjustment are crazy. Once you get it adjusted to you, just cut off the excess! With me, there is none left to hang! (remember XXL). The holster is reachable even for a big boy! The pockets are great and in great places. I have nothing bad to say about the vest!",5,This vest is great!,1363392000,"03 16, 2013"
A1GCFTFXELCHRP,B001BR1O74,Big Texas,"[0, 1]","I bought this cuz I thought it'd be useful.  I have NEVER used it.  Realistically, when will I ever need it?  Oh well.  It fits well, and looks cool.",4,"Great vest, if I ever use it",1370822400,"06 10, 2013"
A1UK936HX3BZQR,B001BR1O74,Bobo_Du_Hobo,"[5, 8]","Only wore it once and for a brief moment; again, it's one of those things that has larger adults in mind so it was uncomfortably large and loose on my friend and I. It was alright I guess, but it's annoying trying to find things that fit healthy-sized adults snugly.",3,Actually purchaced for a friend.,1298851200,"02 28, 2011"
A2B9APQHCIIHMS,B001BR1O74,BPS,"[3, 4]","I'm 5'11"", 220 lbs.  Fits great and has plenty of room to make it larger or smaller.  I holster my PK380 in the vest, and can hold 4 30rd AR-15 clips in the main front pockets.  In all, I was able to load the vest with over 500rnds of various ammo:12gauge, .22lr and .22mag, 7.62x54r, 5.56/223, 9mm, and 380ACP.  I still had room for a walkie-talkie, and a rather large knife...RIDICULOUS!  I still don't know what to put in last 2 pockets, LOL!Seriously, cool stuff here...",5,Nice Vest,1331164800,"03 08, 2012"
ANFMG5J4NU2WG,B001BR1O74,Brandon,"[0, 0]","I would definitely give this product only 3 stars, and here's why.First off, the pistol holster is located in a very poor spot, you can barely reach it once it's in there.Second, the strings on the side for adjust ability have no way to tuck them in somewhere once you get them adjusted where you want them, so either leave them hanging, or cut them off and you can't adjust them again.Also, a lot of the pockets are very hard to button.Overall, this is a cool vest, there are just better places the pockets could be located.",3,It's okay,1355529600,"12 15, 2012"
A1VZEIG6HZ11FH,B001BR1O74,Breezy breeze,"[0, 0]","I love UTG products but this is probably one of my favorites it is an amazing vest I can use it for fishing, hunting, camping or going to the range and when I'm not using it for these activities I have it in my go bag (doomsday bag) lol when I first bought this I was 225 pounds and it fit excellent I am now 175 and I have adjusted the vests to fit me perfectly it is amazing for all around outdoor activities and very durable the list of things I have in the vest is way too long to post but believe me it can hold anything you want and more",5,UTG DID IT AGAIN!!! AMAZING VEST,1400371200,"05 18, 2014"
A39T0L7SX0BQ8R,B001BR1O74,"Bryan ""Never late for supper""","[3, 3]","First of all, the dimensions are for short slim people. Even with all the adjustments in the shoulder straps and the elaborate string weaves on the side, it's pretty short. Six+ footers should find another vest IMHO. Also the stitching is light and weak. I see this as a point of failure on a vest. All that crap is going to be heavy and running, crawling, climbing is going to destroy this in short order. This would last for Airsoft maybe but for real world firearms and magazines, this is not up to the abuse of normal wear and tear for a duty vest.  I am 6' 5&#34; 280 lbs. This item was returned because it was simply way to small.",2,Not duty ready,1387497600,"12 20, 2013"
A3RMEV0OPNCQ17,B001BR1O74,Bubba T Kalookakoo,"[1, 1]","I purchased this for my family camping trips, I know it seems over kill but it is super useful.  The pouch on the back has enough room for a trauma/first aid kit.  The pistol holder is great for a 9mm pistol, didn't work well with my .22 pistol.  Enough pockets to hold ammo or snacks or whatever the case is that you need to store gear.  I was a military cop so I used things like this all the time, but for the price...this sure beats anything that the military issued me!  A+ on quality and comfort.  Would recommend this to anyone wanting a tactical vest or just a vest with tons of storage pockets for odds and ends while outdoors.",5,Amazing tactical vest!,1363132800,"03 13, 2013"
A277J73WMEKNIN,B001BR1O74,cagefighter,"[2, 10]","If you work in law enforcement this product is not for you. The vest is cool looking has everthing you could imagine a vest should have, but there is no inner insert to place your bullet poof or stab proof vest inside this product. This is only good for hunting or role playing and or training. I hate the side adjustable side straps on the vest and very cheap material. I can't give this vest a 5 star rating because not safe for law enforcement.",1,law enforcement beware,1356048000,"12 21, 2012"
A2X4HJ26YWTGJU,B001BR1O74,"Caniac Man Cave ""- Hurricave -""","[1, 1]","This is a great vest for the money. I am a Police Officer and the vest is basically set up how I need it. Not the highest quality, but not bad...especially for the price. Like everyone else said, the cross draw holster is very akward. I would remove it if I could. It fits my Glock 21 perfect, but it is kind of hard to draw it out of the holster. Needless to say, I will not be using the holster. The rifle bullet holders on the shoulder look cool, but when I shoulder my weapon the stock is pressing on the bullets...so I don't use it. I removed the velcro shotgun hoster and placed a velcro Police patch. I also placed a larger Police patch on the back. The pocket included on the back is a good size, but I can't reach it when I'm wearing the vest. The vest is not M.O.L.L.E. compatible. Overall, a great vest with many features and a great value.",5,Awesome!,1303171200,"04 19, 2011"
A1G4J92NJPT0OM,B001BR1O74,chris,"[0, 0]","Great quality vest. All the pockets are as described. They have vleccro and buttons to ensure closure. I can see how you might have an issue drawing a firearm from the holster so it shouldn't be used for real tactial situations. But it is great for senario games or costumes. Its nice how the shot shell slots can be removed via velcro and replaced with a patch. I am 155lbs 5'9"" male and this fits snug(some people prefere a looser fit) when the strap are pulled as tight as possible. I cut off the excess bungee rope so it doesn't dangle.  If you weigh less than 130 lbs it will fit loose.  Any larger and it should fit fine because it allows for unlimited adjustment on the sides and has good shoulder adjustment too. I strongly recommend at this price. If you want something more professional you'll be spending more money. But this tatical vest works great and looks even better for the price.",5,Recomended for almost every size,1381363200,"10 10, 2013"
A36I28OPU9BFON,B001BR1O74,Christopher White,"[131, 141]","Actually I purchased this with camping in mind not storming into criminal lairs :).  I really like the snap and velcro closures.  They make me feel that my stuff is secure.  I was a little worried about the size as I'm a bigger guy 200lbs at 5'7"" but there is a almost infinitely adjustable stretchy lace on both sides you can use to adjust the size.",4,Cover Me!,1271635200,"04 19, 2010"
A1TJ393OFP21I8,B001BR1O74,Clam Canoe,"[0, 0]","I feel like such a badass in this thing.OK, not really. Well, maybe a little...Seriously, though, it holds a ton of stuff and it's well constructed. A loose thread here and there, but that's what a lighter is for, dude.Well, that, and smoking giant rocks of crack.Wait...THIS IS THE POLICE! COME OUT WITH YOUR HANDS UP!!!",5,THIS IS THE POLICE! WE HAVE A WARRANT! OPEN THE DOOR! NOW!,1367452800,"05 02, 2013"
AIESUMMETWIJ4,B001BR1O74,cleonard,"[0, 0]","For the price this was a great vest, it will hold 3 pistol mags, my beretta 92, 4 AR mags, a radio, rifel shells, shotgun shells, ASP baton, and my compact binoculars.",5,Good tactical vest,1354492800,"12 3, 2012"
A1YSYUQPVH3GHJ,B001BR1O74,"Cory ""Nordic Fox""","[1, 1]","I use this vest as a bail-out item in my home and in my vehicle when traveling. My job currently utilizes firearms and first responder gear.... So to keep this short, here is my list of observations:===PROS===-Pockets are fairly easy to reach/versatile-Rifle bullet loops are in a good place to access while prone (5 cartriges)-Very strong feel, sturdy construction (takes abuse well)-Adjustable to just about any (male) size, shoulders and waist, not weak velcro.-Flashlight/accessory D-loops do not rotate (an irritation when carrying gear on most vests)-Radio pocket is in a good place (keeps the antenna out of my face, close to access even while prone)-Shotgun loops are removable, revealing a good velcro patch to attach any hook-side patch or gear holder-Zipper is not clumsy, button closures help make sure the vest stays zipped, no zipper 'tap noise'-Pistol holster is out of the way, allowing for good movement.====CONS====-Vest can get warm quickly, doesn't breathe well if worn over T-shirt (solid construction, which also makes it slightly noisy, not unlike gym pants)-Pockets are not adjustable, the only thing changeable things on the vest are the shotgun shell loops and the size-Frontal magazine pockets are narrow, they may fight 4 AR mags well (4 slots), but only fit 2 small AK pattern magazines (I've tried to fit more)-Not tailored to left-handed folks (luckily I'm right-handed)-Baton pocket will ONLY fit a long ASP-style baton (any smaller will fall out immediately)-Bullet loops on the shoulder place bullets in an interestingly distracting place on the vest, close to the face.-Thumb release on the holster can be picky.-Shoulder adjustment velcro can bunch and get in the way, but only while donning the vest.OVERALL, for the price it is a really great vest. I love having this stocked and ready to rock at a moment's notice. Great for real weapons and/or airsoft, highly adaptable vest.",5,"A good vest for the price, PRO'S / CONS",1390348800,"01 22, 2014"
A2FOXOCGCXCWW0,B001BR1O74,Craig,"[0, 0]",Very nice. Better than I expected. Well made for the $. Holds my 4-25 round 22 mags in front. 2 in rear. Nice design. Lots of pockets.,5,Exceptional,1353888000,"11 26, 2012"
AD7AVTGWDHW2R,B001BR1O74,Dan Green,"[0, 0]","I bought this for a costume. I ended up using it for Airsoft and camping because it has lots of pockets and is light weight/relatively comfortable and durable. (RELATIVELY: meaning it will hold up to light/moderate use but I would not trust my life to it)It has lots of pockets for my phone and wallet and other silly gadgets.This makes an excellent vest for a Day-Z costume, Umbrella Corp costume, Frank Castle Costume (get a &#34;WRITER&#34; back patch for it)This is NOT something a professional soldier/Law Enforcement Officer should be sporting in the field. It is too light-weight for that.It is nice because it has the laces on the back of it so if you're a little bit fat or skinny, it can be adjusted to fit your frame... giving it a true &#34;one size fits all&#34; feel. Obviously if you're a 500-pounder, it's not gonna fit even with the lacing... but My brother can wear it and he's 160, and after about 5 minutes of adjustment, I can wear it and I'm 250 (muscle, not fat... most months).This is a fine vest for Airsoft, Camping, Costumes -- but do not expect to spend 30 USD on a vest and get a professional-grade piece of equipment. This is a toy.",5,"Costume, Airsoft or Camping, NOT Duty",1356998400,"01 01, 2013"
A1Q334FJXL7XB,B001BR1O74,Darrell,"[0, 0]","After reading reviews,the choice was made.Exactly as described by other customers,I'm 6'1"" and it fits great,not too long,not too short and not too tight which my build is slim so no shape discrepancies to cause problem areas but with it's two piece velcroed together construction it can be enlarged considerably with the elastic ties on the sides.I absolutely love it!Thank you everybody(Amazon,UTG and UPS)for bringing this to me!",5,The vest for my guns,1307491200,"06 08, 2011"
A26GSXIPICYJ4V,B001BR1O74,David Bond,"[0, 0]","great lots of pockets dont i use this sometimes instead of a backpack.. but just be careful wearing this thing out into public, it kind of can give you that &#34;terrorist&#34; look, which in these days is not always a good look to have going on .. so better for the great outdoors",5,tac vest,1369699200,"05 28, 2013"
A1KR3QNPTRMC27,B001BR1O74,"David Smith ""Dave 1445""","[1, 1]","although this is not the best vest on the market you have to ask yourself do you really need to spend $100. on a vest?no, you do not. this one is perfect and is less then $40.all the pockets are the correct size and the holster will fit most popular sized pistols.",5,Perfect for being a prepper,1352332800,"11 8, 2012"
A1D6PA8VVAEFXW,B001BR1O74,DJSwatts,"[0, 1]","The vest is slightly smaller than one would expect, but it adjust easily.It is nice and does it's job very well.",4,Great beginer vest.,1386633600,"12 10, 2013"
A3BZYJR0DH47T,B001BR1O74,dml,"[0, 0]",Just like all the other reviews..  great vest holster placement bad. Fits great. I like it. Would be 5* if the holster was in a better spot.,4,lowspeedhighdrag,1357257600,"01 04, 2013"
A3BCQBTQVG13PK,B001BR1O74,"Drakula ""Born2Die""","[0, 1]","Very good vest, I used in Afghanistan for my every day missions and I recommend this to all.  ... ...",5,Security Middle East ;),1386201600,"12 5, 2013"
ACHWUC6RI2JDE,B001BR1O74,"Dremple ""Dremple""","[0, 0]","Great quality, there is a Pocket for just about any accessory.  The gun holster and quick release is a unique style and works well with all my weapons..Baton, handcuffs, radios pens and multiple Gun Clip/Cartridge holders are all Fasted with Clasp and VELCRO..this double fastener ability on all slots has really come in handy  It can be really easy to fill the slots and have ALLOT of extra weight..this vest is really made for a Huge variety of accessory'sDesign is un unique and works well for QUIET Movement Needs..Velcro can be loud..but the Weapon Holster quick release is NOT Velcro fasted..weapon can instantly go from secure to available and can do so wisper quiet.",4,"Very useful and inexpensive..GREAT and Unique Design makes this a Very versatile vest..very well made, and all items are secure",1385164800,"11 23, 2013"
A3D9ZJWST7GH17,B001BR1O74,D. Smith,"[3, 5]","Got this vest for a Halloween costume. It looks pro, I got numerous comments, some people thought I was scary looking ""hit the deck"" scary :)  The only complaint I have is that the pouches have Velcro and snaps, the Velcro is super loud so you might want to mod  that part and just use the snaps. Other than that I'm really happy with it. If you're thin it might not be for you, it's smallest size is still a bit loose on me and I'm a 6ft 170 thin guy.",4,Good Vest,1234742400,"02 16, 2009"
AYQ5DRFSKV9L,B001BR1O74,Duane James Williamson,"[2, 2]",While it seems to be pretty rugged and well made this vest was not what I expected. In spite of what the ad claims it is not easy to adjust the size. It is also extremely short and the bottom comes up to just below your chest. It wasn't comfortable at all and I returned it.,1,Not what I expected,1389571200,"01 13, 2014"
ADI7319IQ323H,B001BR1O74,Duty4U,"[0, 0]","This vest does everything they say. No it's not an everyday duty vest but it's darn close. I would move the pistol to a better position and I think you're in business. I am very pleased with the fit, durability, and functionality. I would buy again.",4,Been using for about a year at the range,1389657600,"01 14, 2014"
AYDYYHHZY9363,B001BR1O74,DylanUSArmyRet.,"[0, 0]","i wanted an inexpensive vest to hold my mags/ tools for weekend plinking or target shooting. plenty of room for plyers, smaller bottle clp, markers/screwdriver for zeroing. the two 30rd mag pouches will hold two magazines a peice so a total of 4. was kind of hoping for more room for the larger mags but just fine for plinking.~~the really only bad things were its not molle so no adjustment for a southpaw shooter. and only carries 4 30round mags(standard fighting load for the army is 7 mags which is what im used to.)great pick for under 40 bucks.",4,utg vest,1328227200,"02 03, 2012"
A3VXRSF5ZACHHF,B001BR1O74,FrankL1955,"[1, 1]","I got this vest primarily for cool/cold weather walks through the hood, with a jacket over it.Carrying a gun for protection is fine, but when all you have is a hammer, everything looks like a nail.Not all threats require deadly force, that is why LEO's carry an array of tools.This vest will carry just about everything from a stun gun to mace and a cell phone, not to mention full size pistol at the ready for when your having a really bad dayIt seems infinitely adjustable, and is surprisingly comfortable, but since the material does not breath, longer than a couple mile walks with it are out of the question.My only complaint is that the stitching was a little messed up on one of the flaps, and one of the shoulder bullet loops would not hold a 5.56 NATO round securely... did I mention that it also doubles as my ""Go to Hell"" vest in the event it is a really, really bad day in the hood.",5,"Great vest, Great Price",1351728000,"11 1, 2012"
A31E7N95TR1ZKH,B001BR1O74,frisky,"[2, 3]","Well, the two issues I have with this product are the overall size and the 20 feet of bungee cords on the sides use to adjust the vest. The 20 feet of bungee cords on each side is absolutely ridiculous, and you have to pull the cord through each and every whole to adjust it.  It would have been 100% more practical to have put adustable velcro straps instead of this ridiculous cord.  just my two cents...and It will snag on your thigh mounted sidearms so I suggest you think twice about buying it, and just to give you an idea how long this cord is... When I finally adjusted it to the right size, the rest of the cord was down to my knees....LOL , ridiculous....",3,Decent...,1328745600,"02 09, 2012"
A3SZ3BY7FJ2KZA,B001BR1O74,G. Avalos,"[0, 0]",The vest is very functional.  Has all the pouches necessary to help sustain you in adverse situation and it didn't break the bank.  I love this vest.,5,Great vest,1325376000,"01 01, 2012"
A2HJZ4L0Q1BXKB,B001BR1O74,Greg,"[1, 1]",High quality vest. Does not have all the features of the more expensive vests but for the price it is top notch. I use it at the range and for hunting. Excellent construction and worth the price. Would recommend to anyone wanting to purchase a quality vest without spending a fortune.,4,UTG Law Enforcement vest,1358812800,"01 22, 2013"
AC24XWD4WMQTY,B001BR1O74,"GROG ""GROG""","[4, 5]","I purchased this vest to be my ready vest for home protection. I am pleased with the quality and usefulness of the vest. The universal fit works very well. I am ~5'7"" tall @ 215#, so lets just say that I have a broad chest. The velcro shoulder straps and adjustable elastic string webs on the side make for a broad range of adjustment. Once I got mine all set for me (plus some wiggle room) I still had over foot of the elastic string to trim off each side. I had room for 15 12 ga. shot shells a cell phone, other items, and still had some empty pockets. . My intent is to get a side arm soon so the built in holster may come in handy. I intend this to be a stand by piece of equipment so I  won't speak toward long term wearing comfort, but it may be a bit heavily made for long term warm weather comfort.",5,Intially very pleased,1296172800,"01 28, 2011"
AU2QC1ERMDL7Q,B001BR1O74,"Heath Johnson ""n2johnson""","[0, 0]","This vest has lots of pockets for almost everything!  Feels very well made and is adjustable.  I have worn it several times and I like the way it feels and how tight you can get it.  Plenty of room for Mags, shells, a knife, whatever.",5,Love the vest!,1359331200,"01 28, 2013"
A22JHP6SSV2UNW,B001BR1O74,Hnandez,"[1, 1]","I just recieved this a couple days ago and IT IS AWESOME! It feels very sturdy and all of the pockets and snaps open and close very solid. I'm 6'4"" 240lbs and it fits snug like it should.The one down side is that if you are tall like me it does feel a little short.",5,This thing is awesome!,1327536000,"01 26, 2012"
A2M4ZXEM3J3C92,B001BR1O74,James R.,"[1, 2]",First off the vest is well made and very adjustable.  It has plenty of pockets and storage areas.  The issues I had and the reason I got ride of it was because I use Glocks and double stack clips.  The mag pouches will not fit double stack clips and the from mag clips will only fit small capacity clips for an AR platform.  You will not give a 30 round mag in the front pouches.  Maybe two 10 round at best.  Other than that the quality was good and the pistol pouch will easily fit almost any size pistol.,2,Few issues with this vest.,1381536000,"10 12, 2013"
A3I6GTT0KNVL5B,B001BR1O74,jason,"[0, 0]",wow i just recieved this vest and im happy with it for the money. i wont use it a whole lot except for search and rescue in the woods and maybe some hunting  but vfery well made and fits like a glove. my ruger p89 fits the holster well. the only pouch i have no use for yet is the baton holster. maybe one of those collapseable walking sticks will fit but other than that i recomend this product and would buy again,5,nice vest,1360195200,"02 07, 2013"
A1WZXIV1B5UZSE,B001BR1O74,Jay,"[0, 0]","I wore this shooting and was able to carry all sorts of stuff that saved me a few trips back to the car. My shooting buddy originally made fun of it, but by the end of the day was asking where to get one!",5,Handy!,1365206400,"04 06, 2013"
A3CQPL7R1EOG3F,B001BR1O74,"Jeffrey B. Cross ""jbcross916""","[0, 0]","Nicely made and good quality, but a bit small for guy my size.  I will need to either make or fine extension straps for the shoulder in order to wear it comfortable because it is currently to short.  Probably made for someone less than 5'8&#34; tall, not 6'2&#34; 270lbs.",5,SWAT Vest,1365724800,"04 12, 2013"
A1GQMW3YSKYZ1G,B001BR1O74,Jim Beam,"[0, 0]","I'm not a large-framed person and this fits really well. I trimmed the excess stretch cords off once I had the snugness dialed in. Plenty of pouches for various magazines and tools. I used the rear pouch for a Trauma Kit and it fits perfectly.Note: velcro is really noisy, not ideal for element of surprise.Overall, I would recommend this product. Good quality and fit.",5,Very satisfied,1389139200,"01 08, 2014"
A33OF3LV2V1QZX,B001BR1O74,J. Ives,"[0, 0]","This is the CORE item to most of my preps. This thing has many pockets and can be adjusted to any size person. Best vest ever. One downside as it is not bulletproof. Those cost hundreds.IF YOU ARE CONSIDERING GETTING A VEST, GET THIS ONE!",5,Best Prep Item Ever!,1356220800,"12 23, 2012"
AIHZP8AXZTWKM,B001BR1O74,Joseph Strogish,"[0, 0]",this vest is pretty cool. i wore it under my jacked while deer hunting this year to carry all my stuff. worked great.  for the price it's awesome. my nephew liked it so much he bought off of me. i replaced it with the UTG cross draw tactical vest.,4,great vest,1324771200,"12 25, 2011"
A1MIZUFNT3W9UO,B001BR1O74,"J. Polinkas ""Mr. Jay""","[0, 0]","A sturdy, well made vest.  I bought it to add to my survival gear.  I'm a big guy, 6'2&#34; and 270lbs of mostly muscle.  The vest adjusts large enough for me, but there is a 5&#34; separation between the side panels.  Also, the elastic cord doesn't make the vest snug enough for me, so I'll be replacing the elastic cord with a woven or leather one and might be adding side panels too.",4,Good Vest for the Money and it Fits Pretty Well,1372377600,"06 28, 2013"
AZJ1IPWIIHSRT,B001BR1O74,jrb379,"[8, 16]",Bout this vest because I am going to SWAT school next month and for the price it seemed like it had all the pouches I needed to get by with. Well I went to put magazines in and it does not fit PMAG's for AR15 nor does it fit 15 round Glock mags. After I found that out it was pretty much useless to me and would not be effective for use in law enforcement. Fixing to return and get something else;,1,Not practical for police/tactical operations,1359072000,"01 25, 2013"
AXMUOOXAAJRQ5,B001BR1O74,Justin J. Smith,"[1, 1]","Arrived fast and looked super sharp.  Fit like a glove right out of the box for me, but quick and easy shoulder and belly adjustments right there.  Tested the pistol holster with my ruger p345, kel-tec pmr-30 22 magnum semi-auto and an older H&R .22 revolver with a 5 inch barrel.  The semi-auto's each fit very well considering the huge difference in physical size.  The revolver felt loose and wanted to reach for the ground, so maybe stay away from a revolver.  The magazine holders fit both my 8 shot .45 and 30 shot .22 mag very nice.  Pockets were generous in size, the front zipper and all the buttons felt solid very solid.  The storage pocket in the back is a little awkward to get into, so maybe put non-essentials in that one.  The shotgun shell holder in the front keeps the rounds snug.  I tested the riffle holder with both .223 and much larger 7mm magnum.  I have a feeling if you use larger riffle rounds and keep them there, it will stretch out and not allow you to put smaller cartridges later.  This is something that you can buy and really feel like you got the good end of the deal.  Feels like I got this thing for 1/8 of retail.  Excellent buy!!!!",5,Don't even think twice about buying this!,1351641600,"10 31, 2012"
AOZ4S7QB5PTRO,B001BR1O74,Larry Hodges,"[0, 0]","The packaging on this vest was adequate and the fast shipping was excellent, but I did find one problem.  The pockets were well stitched and there are plenty of them for any type of tactical gear one would carry. (I'm retired law enforcement and wish I would have had one of there years ago for SWAT operations or tactical training.)  However, the magazine pockets will not snap close with either my Sig 1911 or Beretta 92 magazines. The velcro will hold the magazines securely but I would like the extra security of a working snap closure. My local shoe repair shop can easliy move the male snap but this should have been checked by the manufacturer prior to offering the vest for sale.  I guess there aren't to many available semi-autos in China for a model.",4,Good vest but with one problem.,1343001600,"07 23, 2012"
A25I2ZWNABXCBX,B001BR1O74,Leonard Alcala,"[0, 0]",Took it on a camping trip and it work very good it held held everything I needed to hike and then some I recommend for anyone wanting to carry a lite load.,4,Great,1371081600,"06 13, 2013"
A3GPS0N3HF7WKS,B001BR1O74,Lidia L. I. Gobbo,"[0, 0]","I bought this for my husband, Vest Fits Great, he is 6'2"" 240LBS. What you need to do is adjust your side strings for comfort. the down side is very long strings. UTG should shorten the draw strings a bit. Other wise it is a great vest with pleanty of pockets.",5,"Great Vest, Fits Fine, Long Draw Strings",1306195200,"05 24, 2011"
A35SEK0IFLLPTM,B001BR1O74,Luis Majin,"[0, 0]","For me, this is the most affordable and complete Vest out there.LOVE IT!!!!But it, without a doubt. It's very adjustable to every size of bodyframe (from my 10 year old to me at 1.90mt with 220 pounds)",5,Great for the price,1376438400,"08 14, 2013"
ALS5SVPGWX1S6,B001BR1O74,Matthew Miller,"[3, 3]","Ok, this is a good deal for the money..  you get a lot of Tac for your cash, but the sides of the vest look rediculous..They are laced together with black cording, and it makes the whole thing look like a Womans Corset..The front is cool.  it has 2 rifle Mag pouches that can hold 2 Mags.  It has two pistol mag pouches, and a pistol holster.  The other pockets are a bit odd, can't quite figure out what some are meant for, but hey..  whatever.The pistol holster has a snap that is meant to be opened with your thumb, but i cannot do it with only one hand.  the snap is too tight.  I would really prefer a holster on the front, rather than a full cross draw to the other side.  I picked up two vests from this company, this one, and the UTG Tactical Scenerio Vest for $55..  and lets just say that I wish i woould have just bought two of the more costly ones.I'm 6' tall, and 240lbs, and this vest is stretched to the max leanght to come even near my belt line..  there isnt enough height adjustment for taller guys.  For screwing around, sure this serves a purpose, but for me, I'd rather spend the extra $20 and get a the better UTC tactical vest.Normally its difficult to have a good objectical postion on a review if you don't have others to compare against, but in this case, I have BOTH bests, and it's clear that the other model is superior.",3,"looks sweet from the front, but not the side or back",1350864000,"10 22, 2012"
A1RL8P3UM1KRJI,B001BR1O74,Max Williams,"[3, 3]","I just got this today and I love it. It has a removable shotgun shell holder which can hold 5 shells. It has 2 standard magazine pouches and 3 pistol pouches! It also on it's left side has a long flashlight pouch which could double as P90 magazine pouch, that's basically it. It has a big pouch on the back for.....I dunno maybe food if you have long battles or maybe bags of bb's. And also has a radio pouch.Durability: 10/10Looks: 10/10Pouches: 10/10 (almost too many!)Size: 9/10 (very adjustable)39/40This is a great vest and will last you a long time, I highly recommend it.",5,AMAZING!!!,1324771200,"12 25, 2011"
AR1T35E1Z5H46,B001BR1O74,Megan Fernandez,"[0, 0]","I love it, as does my friend who I bought one for.  Holds a lot of stuff and just cool to show off to all the guys",5,Awesome,1364256000,"03 26, 2013"
